pH,EC,CO3,Cl,SO4,TH,Ca,Mg,Na,TDS,Temperature
7.7,436,0,11,2.85,90,28,5,56,283,22.41082621
7.85,392,0,14,1.98,100,26,9,44,255,24.05330543
7.95,371,0,18,3.69,65,24,1,56,241,24.8248167
7.8,567,0,18,1.55,200,42,23,37,369,22.71594749
8,428,0,7,3.58,120,28,12,41,278,24.96850231
7.66,582,0,14,36,250,48,32,19,378,22.15727763
7.78,731,0,32,35,295,88,18,32,475,23.2480884
7.89,548,0,18,11,230,42,30,21,356,23.57577518
7.9,609,0,14,19,220,54,21,36,396,23.28110098
7.75,615,0,32,48,240,36,36,35,400,22.25792097
7.74,687,0,28,62,255,34,41,42,447,23.03728662
7.65,1093,0,110,110,445,46,80,42,710,24.91136837
7.98,1047,0,149,37,375,34,70,66,681,22.84955169
8.16,319,0,11,2.18,135,52,1,17,207,24.63423372
8.1,293,0,11,6.5,135,46,5,8,190,24.72027926
8.15,279,0,7,17,125,46,2,10,181,22.13295589
7.93,507,0,32,19,215,36,30,11,330,24.68901573
7.87,637,0,53,40,245,42,34,31,414,23.33268366
7.84,748,0,99,72,350,46,57,12,486,23.4415024
7.9,791,0,92,115,295,40,47,31,514,22.0908949
7.95,1151,0,170,100,410,40,75,69,748,22.3153182
8.01,755,0,67,72,325,24,64,19,491,22.9464477
7.95,1077,0,110,147,370,36,68,57,700,22.23774334
8.01,1190,0,131,115,420,34,81,72,774,22.08667097
7.86,1287,0,163,75,305,24,60,29,837,23.70591115
8,480,0,36,4.3,205,20,38,17,312,23.6685984
8.05,582,0,56,0,170,36,19,69,803.5824542,20.8485
8.52,440,24,21,28,140,32,15,30,803.5824542,25.845
7.2,763,0,92,29,360,76,41,17,803.5824542,24.70567876
7.2,395,0,35,32,160,40,14,15,803.5824542,26.61005723
7.2,389,0,14,9.1,170,52,10,12,803.5824542,25.1899602
7.7,461,0,14,12,160,32,19,37,803.5824542,25.14090209
7.4,293,0,14,40,100,24,10,27,803.5824542,24.35788658
7.5,1232,0,135,61,520,124,50,47,803.5824542,26.38247763
7.5,510,0,28,23,210,60,14,28,803.5824542,23.31176613
7.6,1189,0,177,39,360,96,29,107,803.5824542,27.78387236
7.1,410,0,35,11,150,52,5,28,803.5824542,24.21681302
6.9,265,0,64,0,110,24,12,15,803.5824542,26.84379169
7.8,263,0,21,0,90,28,5,22,803.5824542,24.45836203
6.7,400,0,71,10,160,48,10,23,803.5824542,24.08425859
7,261,0,14,0,110,32,7,14,803.5824542,25.69248042
6.9,1385,0,255,20,620,20,65,39,803.5824542,25.48675069
7,285,0,28,10,110,36,5,18,803.5824542,25.19956735
8,562,0,64,5,200,56,14,28,803.5824542,25.38698577
7.7,340,0,21,0,150,32,17,16,803.5824542,25.29375896
7,279,0,28,0,115,32,8,12,803.5824542,26.90683605
7.6,262,0,21,0,110,24,12,16,803.5824542,25.67106317
8.1,260,0,14,0,100,28,7,17,803.5824542,24.94982312
7.6,302,0,14,0,140,40,10,4,803.5824542,26.56997459
7.7,376,0,7,0,170,48,12,12,803.5824542,27.45083616
7.3,422,0,14,0,215,68,11,4,803.5824542,27.36757852
7.8,298,0,14,0,140,36,12,3,803.5824542,24.84561753
7.6,233,0,7,8,115,36,6,2,803.5824542,25.42184835
6.8,181,0,14,5,80,20,7,5,803.5824542,27.94944956
6.8,123,0,7,0,50,12,5,2,803.5824542,26.77812788
7.4,349,0,21,0,175,52,11,4,803.5824542,24.73527776
7.4,607,0,43,0,280,92,12,8,803.5824542,26.88984155
7.5,268,0,21,0,110,32,7,9,803.5824542,25.18999133
7.3,1533,0,255,70,520,84,74,119,803.5824542,27.73576828
7.5,255,0,7,0,115,36,6,9,803.5824542,26.33290155
7.5,1292,0,213,100,500,84,70,69,803.5824542,27.23193201
7.6,906,0,106,40,300,88,19,59,803.5824542,27.23960749
8,378,0,35,9.8,145,40,11,26,803.5824542,26.3551622
7.9,695,0,64,19.3,290,60,34,28,803.5824542,25.9321944
8,1153,0,149,30,260,20,50,150,803.5824542,24.24599098
8.2,421,0,28,14,180,44,17,21,803.5824542,24.80119309
7.7,1179,0,142,49,400,72,53,69,803.5824542,24.24802306
7.9,700,0,64,27,300,44,46,38,803.5824542,23.47395781
7.9,533,0,35,35,240,36,36,21,803.5824542,26.95536983
7.8,885,0,78,31,250,52,29,77,803.5824542,27.89303071
7.9,667,0,64,33,310,52,43,19,803.5824542,26.71280304
7.6,1451,0,199,91,560,100,74,71,803.5824542,26.67197673
7.7,725,0,78,59,285,60,32,25,803.5824542,24.89184567
8,228,0,14,27,90,28,5,12,803.5824542,25.7712771
8,1072,0,85,27,195,4,44,177,803.5824542,26.5542103
7.6,1739,0,241,52,430,44,77,184,803.5824542,25.83659474
8.1,585,0,64,22,250,60,24,26,803.5824542,26.37036727
8.1,122,0,14,6,50,12,5,5,803.5824542,25.95931659
7.7,511,0,14,18,245,48,30,12,803.5824542,26.93355828
7.7,252,0,43,18,110,24,12,8,803.5824542,24.43650805
7.4,1089,0,206,29,350,84,34,100,803.5824542,23.31179797
7.4,613,0,28,16,235,44,30,37,803.5824542,27.38614359
7.3,690,0,64,34,285,48,40,28,803.5824542,24.43018961
7.4,804,0,21,77,360,96,29,26,803.5824542,27.76550217
7.2,494,0,28,3.2,215,44,25,23,803.5824542,24.29481297
7.4,542,0,35,22,225,52,23,27,803.5824542,23.55282445
7.8,264,0,14,3.3,130,28,14,15,803.5824542,23.88807536
7.4,359,0,21,15,125,36,8,30,803.5824542,26.08074951
7.3,527,0,28,9,195,40,23,45,803.5824542,26.68537892
7.3,614,0,99,14,200,72,5,53,803.5824542,25.78326386
7,718,0,92,24,310,76,29,28,803.5824542,26.87540248
7.2,172,0,7,5,50,12,5,17,803.5824542,23.12350608
7.2,987,0,142,36,450,76,62,28,803.5824542,25.4902733
7.7,551,0,28,36,245,60,23,27,803.5824542,23.27011968
7.7,1016,0,92,60,450,116,38,27,803.5824542,26.46671129
7.8,640,0,35,24,260,44,36,33,803.5824542,25.76625288
8,1275,0,78,50,440,96,48,111,803.5824542,25.46397376
7.7,1016,0,92,58,450,88,55,32,803.5824542,24.07303121
8.1,511,0,7,7.5,250,60,24,10,803.5824542,24.3385368
8,212,0,28,16,90,28,5,19,803.5824542,23.37922433
7.7,702,0,43,40,310,56,41,30,803.5824542,23.24720143
7.7,1004,0,128,38,460,100,50,36,803.5824542,24.92720282
7.7,1052,0,64,79,445,76,61,57,803.5824542,27.58388382
8,531,0,28,36,165,52,8,38,803.5824542,23.59687691
8,510,0,43,37,210,64,12,32,803.5824542,25.9796635
7.5,1660,0,213,72,710,172,67,57,803.5824542,24.49177317
7.8,386,0,28,19,130,48,2,32,803.5824542,26.96252488
7.6,904,0,135,47,420,160,5,31,803.5824542,25.42230365
7.9,199,0,14,5.7,65,16,6,18,803.5824542,26.56269753
7.6,759,0,64,30,310,52,43,40,803.5824542,25.89105495
8,401,0,7,5.3,170,48,12,27,803.5824542,26.12977202
7.7,801,0,28,84,275,44,40,66,803.5824542,24.74632767
7.6,714,0,57,60,305,56,40,24,803.5824542,27.31049836
8,369,0,14,10,140,28,17,28,803.5824542,27.03825286
7.5,1493,0,92,99,650,156,62,70,803.5824542,24.21207287
7.6,898,0,78,88,195,40,23,117,803.5824542,26.3372057
7.9,451,0,14,37,215,52,20,17,803.5824542,25.07982991
7.7,676,0,64,39,280,96,10,16,803.5824542,26.87443803
7.8,223,0,14,4,80,20,7,23,803.5824542,23.05525057
7.9,297,0,7,16,125,32,11,18,803.5824542,23.54783998
7.5,183,0,21,13,70,20,5,14,803.5824542,27.1905822
7.3,1780,0,213,50,560,48,106,153,803.5824542,25.9227234
7.7,1081,0,50,108,380,88,38,106,803.5824542,24.36201606
7.2,863,0,92,19,320,72,34,48,803.5824542,23.37312791
7.1,1336,0,149,71,600,140,60,41,803.5824542,26.8840549
7.5,615,0,46,69,285,56,35,18,803.5824542,25.55517461
7.4,1084,0,113,56,410,116,29,80,803.5824542,24.18332494
7.1,673,0,71,108,260,60,26,36,803.5824542,27.38270491
7.3,1523,0,220,17,640,180,46,55,803.5824542,23.57026913
7.3,515,0,35,20,205,68,8,34,803.5824542,24.21057082
7.4,358,0,7,56,155,44,11,19,803.5824542,25.96211876
7.4,1095,0,163,34,360,108,22,73,803.5824542,27.61231299
7.8,327,0,14,88,155,32,18,10,803.5824542,27.32906864
7.6,532,0,64,50,220,68,12,26,803.5824542,23.12381027
7.3,1085,0,121,25,330,76,34,100,803.5824542,25.14233625
7.5,267,0,7,75,120,48,0,7,803.5824542,25.05365244
7.5,597,0,71,91,225,40,30,34,803.5824542,26.48165221
8,834,0,35,31,340,104,19,40,803.5824542,27.04552855
7.5,464,0,21,52,220,56,19,20,803.5824542,26.57296365
7.4,1280,0,163,59,380,76,46,113,803.5824542,25.35890806
7.6,1339,0,206,58,590,128,65,35,803.5824542,25.94509024
8,549,0,28,45,240,72,14,27,803.5824542,27.61813992
7.8,550,0,43,39,190,32,26,36,803.5824542,24.68616971
7.7,1058,0,92,85,375,92,35,38,803.5824542,26.53804585
8.1,423,0,14,108,160,52,7,33,803.5824542,23.58440636
7.6,746,0,35,9,290,84,19,32,803.5824542,27.47752342
7.6,850,0,92,48,290,80,22,58,803.5824542,24.37337366
7.8,518,0,28,72,250,60,24,7,803.5824542,23.83857908
7.8,410,0,14,107,240,60,22,14,803.5824542,24.9774772
7.5,1065,0,135,96,410,92,43,63,803.5824542,25.22896279
8,655,0,35,84,185,72,1,51,803.5824542,26.465131
7.4,2005,0,305,8.3,640,228,17,112,803.5824542,25.19276473
7.6,855,0,64,83,350,88,31,39,803.5824542,25.16790817
7.4,936,0,64,106,370,84,38,66,803.5824542,26.72729929
7.7,504,0,35,13,250,52,29,16,803.5824542,25.10760949
7.5,671,0,50,101,275,84,16,24,803.5824542,23.73197729
7.3,1490,0,163,101,510,156,29,88,803.5824542,24.02245899
7.1,620,0,43,90,270,76,19,12,803.5824542,26.60438087
7.7,678,0,92,36,260,12,55,33,803.5824542,26.13734727
7.8,770,0,50,49,270,24,50,51,803.5824542,27.06898973
7.8,356,0,14,25,170,40,17,11,803.5824542,23.11878201
7.9,428,0,21,20,190,32,26,20,803.5824542,25.69195095
8,393,0,14,20,160,24,24,18,803.5824542,24.23298444
7.8,591,0,28,35,270,40,41,23,803.5824542,27.02570566
8,335,0,28,15,150,24,22,13,803.5824542,25.30717604
8,334,0,7,10,140,44,7,20,803.5824542,25.96708331
7.9,565,0,35,30,270,24,50,5,803.5824542,25.84224678
7.9,220,0,14,12,90,24,7,8,803.5824542,27.03680507
7.9,858,0,85,71,350,36,62,30,803.5824542,26.97131456
8.1,670,0,28,41,250,36,38,35,803.5824542,23.54302176
7.8,111,0,7,10,55,12,6,5,803.5824542,26.73052628
8,113,0,14,10,55,16,4,2,803.5824542,25.51120717
7.7,128,0,7,11,50,12,5,5,803.5824542,27.72663176
8,821,0,57,54,285,12,61,43,803.5824542,27.17893011
7.3,205,0,35,12,80,16,10,11,803.5824542,27.80411012
7.5,170,0,14,12,60,20,2,8,803.5824542,27.20192894
7.7,225,0,14,18,80,16,10,12,803.5824542,26.30019717
7.5,287,0,28,13,115,20,16,12,803.5824542,24.65030485
7.6,578,0,35,25,155,24,23,68,803.5824542,26.62925192
7.9,349,0,21,52,130,32,12,25,803.5824542,24.97325814
7.8,195,0,14,19,100,20,12,13,803.5824542,27.16933447
7.7,168,0,7,13,70,16,7,5,803.5824542,26.13540411
7.3,444,0,21,21,150,24,22,34,803.5824542,23.63689562
7.7,504,0,14,18,180,24,29,44,803.5824542,25.97469778
7.8,73,0,4,9.2,25,6,2,2,803.5824542,27.26313846
7.6,248,0,7,12,90,20,10,11,803.5824542,24.0828202
7.7,315,0,43,11,145,28,18,3,803.5824542,27.70489884
7.6,296,0,14,10,180,28,26,10,803.5824542,25.66584668
7.9,247,0,7,10,250,28,43,6,803.5824542,27.95081984
7.4,964,0,85,73,350,128,7,52,803.5824542,25.95685598
7.7,760,0,85,60,290,36,48,36,803.5824542,23.36672718
7.7,348,0,21,29,100,12,17,35,803.5824542,25.41857103
7.4,197,0,21,20,65,20,4,10,803.5824542,26.49863427
7.6,234,0,14,20,105,24,11,5,803.5824542,25.69762162
7.6,139,0,7,31,30,8,2,19,803.5824542,27.46992164
7.5,271,0,28,25,75,20,6,32,803.5824542,27.6545912
7.4,282,0,35,19,125,44,4,11,803.5824542,23.25775556
7.7,564,0,50,40,200,16,38,39,803.5824542,27.89319224
7.6,159,0,7,19,60,16,5,13,803.5824542,25.48057093
8,72,0,4,8.6,20,4,2,4,803.5824542,26.76320243
7.8,348,0,14,17,165,28,23,10,803.5824542,24.55957014
7.4,1903,0,262,100,690,140,82,101,803.5824542,24.51824169
7.7,722,0,50,31,280,32,48,50,803.5824542,24.10843665
8,914,0,35,31,330,24,65,64,803.5824542,27.77528397
8.1,237,0,14,19,110,12,19,7,803.5824542,23.33576197
7.6,87,0,7,7.2,35,6,5,5,803.5824542,27.74743537
7.5,1071,0,149,64,340,52,50,74,803.5824542,24.17600437
7.7,245,0,35,19,80,12,12,16,803.5824542,25.78056662
7.8,361,0,21,31,130,24,17,10,803.5824542,23.65720453
8,821,0,64,67,270,60,29,56,803.5824542,27.0428034
8,362,0,21,22,170,32,22,13,803.5824542,25.3498064
8,223,0,7,17,100,24,10,4,803.5824542,27.05733936
7.7,371,0,21,22,200,36,26,10,803.5824542,25.34362513
7.8,518,0,14,20,190,32,26,34,803.5824542,24.1952147
7.8,588,0,50,39,140,16,24,16,803.5824542,26.14959264
7.7,810,0,81,65.99,235,64,18,93,803.5824542,26.2564689
7.6,1574,0,273,91.22,385,74,48,171,803.5824542,26.80074821
7.5,887,0,95,86.72,340,58,47,46,803.5824542,26.11135159
7.4,604,0,84,51.46,240,62,20,25,803.5824542,23.08742098
7.5,399,0,14,20.54,180,50,13,6,803.5824542,25.33422413
7.4,516,0,25,39.19,210,38,28,22,803.5824542,23.22325885
7.4,312,0,18,21.39,140,34,13,6,803.5824542,23.63796791
7.7,632,0,74,39.05,105,20,13,108,803.5824542,26.61333267
7.6,630,0,32,44.84,205,40,25,38,803.5824542,23.50594007
7.6,601,0,18,71.01,260,36,41,16,803.5824542,24.58064473
7.4,2120,0,133,467.1,810,196,77,104,803.5824542,25.03850977
7.4,2150,0,126,526,855,192,90,104,803.5824542,27.32954418
7.5,825,0,56,105.3,355,70,43,33,803.5824542,26.84019445
7.5,569,0,21,75.59,265,50,34,17,803.5824542,24.93744839
7.2,2260,0,322,23.76,950,280,60,104,803.5824542,26.32372425
7.4,826,0,88,106.41,360,64,48,33,803.5824542,26.89724677
7.4,782,0,49,54.77,330,68,38,20,803.5824542,26.1239825
7.4,558,0,18,37.03,240,42,32,9,803.5824542,26.04401336
7.2,2260,0,161,432.75,815,274,31,103,803.5824542,24.59101088
7.7,855,0,112,103.42,385,70,50,30,803.5824542,25.83683147
7.8,408,0,35,21.49,205,44,23,16,803.5824542,24.05844875
7.7,703,0,74,100.57,300,58,37,34,803.5824542,25.47961173
7.6,845,0,109,105.24,350,76,38,42,803.5824542,27.69637355
7.6,863,0,112,47.85,370,42,64,21,803.5824542,24.98016702
7.7,1018,0,109,57.23,405,98,38,62,803.5824542,24.78015931
7.7,912,0,74,106.3,385,72,49,44,803.5824542,27.94075762
8.1,473,0,25,54.3,210,42,25,16,803.5824542,26.74370486
7.8,766,0,77,104.93,315,64,37,32,803.5824542,23.80468637
7.7,777,0,123,62.37,300,88,19,34,803.5824542,27.11150753
7.8,792,0,74,105.62,375,82,41,31,803.5824542,24.89110004
8,550,0,53,62.87,165,40,16,59,803.5824542,26.5238906
8,371,0,28,20.14,170,32,22,21,803.5824542,27.63978742
8,442,0,28,16.11,150,38,13,44,803.5824542,26.23129421
7.7,831,0,98,41.67,285,70,26,54,803.5824542,26.2901729
7.7,412,0,28,91.85,190,52,14,14,803.5824542,24.79128031
7.7,366,0,18,70.48,165,30,22,17,803.5824542,25.38287892
7.7,429,0,18,30.33,185,32,25,21,803.5824542,26.89681999
7.5,822,0,95,72.26,235,64,18,75,803.5824542,27.06007312
7.6,863,0,74,105.31,280,48,38,68,803.5824542,26.86549668
7.6,444,0,39,45.45,220,50,23,9,803.5824542,27.60905182
7.5,952,0,98,101.62,335,82,31,69,803.5824542,23.04217759
7.8,394,0,32,34.18,185,40,20,12,803.5824542,24.24773635
7.7,443,0,28,41.53,225,68,13,10,803.5824542,26.17566609
7.4,860,0,119,80.26,290,68,29,61,803.5824542,27.00473959
7.6,427,0,49,57.97,60,22,1,74,803.5824542,27.93196301
7.5,430,0,39,38.84,205,42,24,19,803.5824542,26.86448231
7.6,727,0,67,40.83,315,88,23,18,803.5824542,26.08304887
7.5,538,0,49,67.53,220,58,18,23,803.5824542,26.7406917
7.5,556,0,46,55.79,235,70,14,25,803.5824542,23.74197592
7.4,2130,0,217,257.28,871,184.2,99,117,803.5824542,27.58795675
7.5,872,0,105,84.21,295,36,49,55,803.5824542,25.48663018
7.4,1001,0,91,86.14,360,112,19,61,803.5824542,25.3400403
7.5,699,0,70,48.13,340,72,38,19,803.5824542,25.3280515
7.2,662,0,42,68.44,245,48,30,28,803.5824542,25.5738321
7.7,501,0,35,52.74,165,34,19,28,803.5824542,23.41810408
7.4,862,0,77,75.22,245,52,28,63,803.5824542,25.036994
7.4,866,0,60,106.93,330,90,25,38,803.5824542,26.49049498
7.5,813,0,56,73.97,320,48,48,22,803.5824542,25.98981597
7.1,992,0,49,85.36,240,72,14,80,803.5824542,27.54429429
7.5,562,0,74,52.58,255,56,28,24,803.5824542,27.99438769
7.6,2140,0,46,602.88,495,96,61,145,803.5824542,27.37008758
7.8,546,0,49,35.43,265,30,46,7,803.5824542,27.11088822
7.9,627,0,77,78.21,265,44,37,53,803.5824542,24.51002562
7.2,618,0,81,45.1,100,20,12,76,803.5824542,27.28674216
7.4,378,0,4,42.2,115,34,7,16,803.5824542,24.30076525
7.5,295,0,28,69.23,100,38,1,30,803.5824542,25.47954888
7.8,363,0,67,41.81,130,28,14,25,803.5824542,23.92347348
8,561,0,46,72.21,150,32,17,52,803.5824542,27.20946965
7.5,961,0,109,85.39,350,82,35,61,803.5824542,26.57998947
7.6,924,0,144,69.27,345,96,25,39,803.5824542,25.84720449
7.8,377,0,21,66.61,170,42,16,13,803.5824542,25.82610095
7.6,780,0,123,67.48,305,98,14,23,803.5824542,25.73871427
8.1,530,0,25,34.45,135,24,18,76,803.5824542,23.73523642
7.6,992,0,77,69.12,325,64,40,84,803.5824542,27.08780889
7.9,539,0,25,31.03,145,20,23,78,803.5824542,25.83421471
8.1,522,0,28,32.47,130,26,16,78,803.5824542,23.42349583
7.9,417,0,25,32.73,190,36,24,27,803.5824542,25.44673216
7.6,570,0,28,31.23,155,24,23,76,803.5824542,25.40751057
8.1,524,0,25,31.74,125,24,16,75,803.5824542,25.88922473
8.1,525,0,28,31.65,115,16,18,65,803.5824542,26.52862929
8.1,522,0,28,31.6,125,16,20,76,803.5824542,27.67579134
8.1,994,0,119,42.76,215,30,34,126,803.5824542,24.02299789
8.1,526,0,18,37.63,150,20,24,46,803.5824542,24.17864827
8,478,0,39,33.25,195,40,23,30,803.5824542,24.47473104
7.7,703,0,105,44.83,295,80,23,16,803.5824542,24.43234493
8,175,0,11,29.99,80,26,4,12,803.5824542,27.38333
8.3,498,0,42,51.77,185,32,25,42,803.5824542,24.067247
8.4,1406,6,175,84.95,435,44,78,124,803.5824542,23.58259673
8.1,741,0,56,49.73,180,42,18,52,803.5824542,24.21449947
7.9,413,0,35,37.28,165,42,14,19,803.5824542,25.47662179
7.8,320,0,35,34.88,150,36,14,22,803.5824542,27.94403738
7.9,621,0,49,40.41,195,24,32,68,803.5824542,25.99429341
7.5,739,0,112,66.36,340,88,29,21,803.5824542,25.41817053
7.3,1676,0,273,173.28,660,134,78,69,803.5824542,23.14422765
7.6,1003,0,130,77.7,355,70,43,50,803.5824542,25.4301885
8.1,559,0,39,52.87,210,52,19,40,803.5824542,27.55131159
8.1,324,0,21,28.41,125,30,12,30,803.5824542,25.09430276
7.8,317,0,35,33.75,135,38,10,21,803.5824542,24.25068449
7.5,388,0,25,27.27,190,44,19,15,803.5824542,27.70673428
7.2,671,0,14,30.98,165,24,25,79,803.5824542,23.45789277
7.5,915,0,67,77.93,285,32,49,83,803.5824542,27.87275578
7.5,433,0,35,36.23,205,40,25,17,803.5824542,24.13955703
7.6,1186,0,165,90.23,505,94,65,39,803.5824542,25.17399065
7.6,1108,0,154,76.38,325,72,35,61,803.5824542,27.90622242
7.8,524,0,60,47.51,230,50,25,16,803.5824542,24.60278847
7.8,566,0,49,37.97,185,32,25,57,803.5824542,26.84618018
7.9,180,0,14,27.65,85,18,10,11,803.5824542,23.78446019
7.7,854,0,116,67.6,365,68,47,28,803.5824542,26.52351914
7.7,505,0,32,31.26,230,50,25,46,803.5824542,27.68465567
7.8,786,0,112,67.83,290,48,41,32,803.5824542,23.74668093
8,908,0,154,72.53,320,46,49,77,803.5824542,27.87857807
7.7,1198,0,168,90.26,420,86,49,62,803.5824542,23.76443751
7.7,752,0,77,79.1,245,26,43,53,803.5824542,26.47675393
7.8,2019,0,224,234.72,500,124,46,110,803.5824542,27.13034391
7.9,930,0,112,76.38,305,72,30,73,803.5824542,24.18685835
8,912,0,81,55.36,255,54,29,91,803.5824542,24.40370521
7.8,755,0,74,64.09,190,52,14,110,803.5824542,26.85151247
7.8,133,0,7,24.77,50,16,2,4,803.5824542,24.74111819
7.1,241,0,11,51.67,85,28,4,8,803.5824542,26.27048092
8.1,1026,0,77,81.79,365,82,38,54,803.5824542,24.69821151
7.6,575,0,60,11,205,40,25,26,803.5824542,23.17455622
7.6,47,0,4,7.1,20,4,2,1,803.5824542,23.35872213
7.7,411,0,32,10.9,170,50,11,11,803.5824542,25.48936604
7.8,186,0,14,0,75,18,7,8,803.5824542,24.14018775
7.8,147,0,11,3,50,18,1,6,803.5824542,26.03357812
7.6,490,0,49,49.1,195,52,16,14,803.5824542,24.23752452
7.5,481,0,74,29.9,170,44,14,17,803.5824542,26.98012481
7.8,152,0,11,0,55,14,5,6,803.5824542,27.03984512
6.5,128,0,18,22.2,40,12,2,8,803.5824542,25.60206782
7.3,152,0,7,0,55,12,6,6,803.5824542,25.18962748
7.6,329,0,28,21.6,130,38,8,11,803.5824542,27.76826473
6.8,704,0,84,63.6,255,76,16,17,803.5824542,27.81923365
6.9,223,0,7,0,85,20,8,11,803.5824542,23.50427687
7.9,327,0,28,21.7,150,24,22,11,803.5824542,26.11304456
7.6,53,0,11,0,25,6,2,1,803.5824542,24.06335242
7.8,40,0,7,0,15,2,2,0,803.5824542,26.40798488
7.5,349,0,70,29.3,95,22,10,23,803.5824542,23.52814713
7.3,296,0,21,26.3,90,24,7,20,803.5824542,27.86373441
7.6,546,0,28,19.8,210,48,22,17,803.5824542,27.87690741
7.5,244,0,21,9.1,80,24,5,15,803.5824542,23.63112566
7.1,492,0,42,47.2,175,50,12,15,803.5824542,23.58886498
7.5,493,0,74,24.3,180,62,6,14,803.5824542,23.21012378
7.8,366,0,49,10.6,145,44,8,11,803.5824542,26.56723969
7.6,293,0,28,19.4,110,38,4,20,803.5824542,27.39041302
6.8,53.7,0,7,2.8,20,4,2,1,803.5824542,26.1977935
7.3,370,0,46,10.7,155,36,16,11,803.5824542,27.37581801
7.1,355,0,63,35.3,110,32,7,22,803.5824542,25.7084541
7.3,186,0,18,0,70,18,6,8,803.5824542,24.07676804
6.9,775,0,28,47.8,200,54,16,46,803.5824542,25.2517801
7,85,0,7,1.08,15,4,1,7,803.5824542,24.64536372
7.5,146,0,7,2.2,55,12,6,6,803.5824542,23.97420101
7.7,185,0,11,8.9,70,22,4,11,803.5824542,24.59106503
7.9,147,0,7,5.5,50,20,0,8,803.5824542,23.17679442
7.5,492,0,14,54.5,175,46,14,19,803.5824542,24.06424514
7.7,186,0,18,0,65,20,4,11,803.5824542,26.90785048
7.5,550,0,56,22.6,215,48,23,22,803.5824542,25.54697305
7.5,547,0,60,22.3,215,40,28,22,803.5824542,23.01718664
7.1,157,0,7,7.87,60,12,7,9,803.5824542,25.55573199
7.4,547,0,63,22.6,215,52,20,22,803.5824542,27.92327732
7,90,0,4,4.5,20,4,2,6,803.5824542,25.55303863
7.7,347,0,35,14.5,135,26,17,13,803.5824542,27.92757607
7.9,547,0,63,13.2,180,38,20,35,803.5824542,23.91114019
8,157,0,11,8,70,14,8,9,803.5824542,24.5002867
6.9,505,0,70,70.6,135,42,7,31,803.5824542,26.38887083
7.8,555,0,60,13.2,185,24,30,35,803.5824542,24.80394829
7.2,49,0,7,9,15,4,1,2,803.5824542,27.19256265
7.9,328,0,32,25.3,135,32,13,15,803.5824542,25.25245328
8,570,0,60,15.07,165,32,20,35,803.5824542,24.01454111
7.8,146,0,11,5.9,60,18,4,8,803.5824542,27.60326295
7.7,209,0,11,4,90,18,11,12,803.5824542,23.91238719
7.7,547,0,56,23.8,210,50,20,21,803.5824542,23.06852497
7.9,95,0,14,0,50,16,2,7,803.5824542,23.45911638
7.9,96,0,11,0,25,8,1,6,803.5824542,24.56733933
8.1,356,0,18,1.1,130,44,5,16,803.5824542,23.03083642
7.7,186,0,14,0,65,16,6,10,803.5824542,27.04154326
8.1,364,0,46,14.2,140,40,10,14,803.5824542,26.55465602
7.6,159,0,14,0.23,65,20,4,8,803.5824542,23.69255111
7.5,1551,0,182,0.25,575,126,62,64,803.5824542,23.93281593
7.3,1673,0,319,82.7,580,148,50,63,803.5824542,24.89101045
8,275,0,14,4.7,115,42,2,5,803.5824542,26.81529113
7.4,107,0,14,14,35,4,6,3,803.5824542,27.05102149
7.3,68,0,4,10.7,20,4,2,4,803.5824542,26.48752092
7.4,40,0,7,0,10,2,1,1,803.5824542,27.42429164
8,377,0,14,3.1,160,24,24,1,803.5824542,23.71214416
8.1,464,0,28,10.2,235,56,23,4,803.5824542,26.65446991
7.8,431,0,11,0.1,105,24,11,34,803.5824542,25.70487824
8.2,376,0,18,5.9,180,46,16,3,803.5824542,26.00466045
8,387,0,21,3.1,155,28,20,6,803.5824542,25.16789546
7.9,104,0,11,13.2,35,10,2,2,803.5824542,24.54989002
7.9,1081,0,109,2.3,385,18,82,42,803.5824542,27.01187999
7.9,69.3,0,7,3.6,25,10,0,2,803.5824542,25.28938832
7.7,399,0,35,16.6,160,44,12,8,803.5824542,26.41658762
7.7,98,0,11,3.7,40,4,7,2,803.5824542,24.29436362
7.5,71,0,7,10.6,30,12,0,3,803.5824542,23.36702657
7.5,42.2,0,4,0,15,2,2,1,803.5824542,26.97059687
7.5,46,0,7,0,10,2,1,1,803.5824542,27.37246438
7.8,605,0,18,11.8,265,44,37,9,803.5824542,25.81561615
7.7,63,0,4,23,30,8,2,1,803.5824542,27.47837114
7.6,263,0,28,34.3,110,12,19,7,803.5824542,26.98475066
7.7,69.1,0,7,3.7,30,8,2,2,803.5824542,25.24833104
7.8,336,0,35,16.7,145,34,14,8,803.5824542,27.92186344
7.8,81.8,0,7,0,40,8,5,2,803.5824542,23.07497385
7.7,34.5,0,7,0.36,15,4,1,1,803.5824542,24.11634256
8.1,359,0,7,3.1,145,24,20,5,803.5824542,25.05833635
7.8,336,0,32,16.6,145,34,14,8,803.5824542,26.11556618
7.9,452,0,11,0,155,22,24,34,803.5824542,27.21018708
8.1,352,0,18,3.1,135,18,22,5,803.5824542,23.77250772
7.8,258,0,32,32.2,95,24,8,7,803.5824542,23.47791143
7.6,70,0,4,4.8,30,8,2,2,803.5824542,27.16783275
7.5,105,0,11,13.7,45,4,8,3,803.5824542,25.37755405
7.8,69.2,0,7,12.4,20,4,2,1,803.5824542,26.70859358
7.6,116.3,0,25,34.6,105,24,11,6,803.5824542,24.63607186
